# D_1  D_2  D_3  Sigma_a_1  Sigma_a_2  Sigma_a_3  q_1  q_2  q_3
1.593598e+00 1.593111e+00 2.733733e-01 5.888236e-01 8.170260e-01 3.390361e-01 1.539561e+00 4.317362e-01 1.577584e+00
1.332004e+00 8.680719e-01 1.058388e+00 8.307306e-01 9.374942e-02 2.924999e-01 1.915693e+00 2.886172e-01 1.769912e+00
1.705195e+00 9.132325e-01 1.155162e+00 8.276105e-01 4.092996e-01 6.755924e-01 7.658390e-01 2.876591e-01 1.558921e+00
1.065956e+00 1.085685e+00 1.794390e+00 5.321194e-01 7.620008e-01 2.535720e-01 1.125712e+00 2.932826e-01 5.632171e-01
7.206485e-01 1.246164e+00 1.501239e+00 6.890428e-02 6.994937e-01 4.266842e-01 6.975305e-01 1.961472e+00 7.045281e-01
1.249695e+00 1.157752e+00 8.255526e-01 1.380958e-01 6.112044e-01 3.152946e-01 1.134668e+00 3.762280e-01 1.955926e-01
1.892258e+00 7.905888e-01 9.292969e-01 7.772708e-01 6.566062e-01 7.098565e-01 1.679194e-01 3.564713e-02 1.429891e+00
1.131038e+00 1.511885e+00 8.314494e-01 3.102855e-01 7.320507e-01 1.774585e-01 1.234825e+00 8.667124e-02 1.110476e+00
1.394308e+00 1.828814e+00 1.816719e+00 5.426308e-02 5.076094e-01 7.273396e-01 8.900483e-01 1.347703e+00 2.307924e-01
1.622511e+00 1.354984e+00 3.686829e-01 5.393408e-01 9.144930e-01 9.045441e-02 1.349181e+00 1.291987e+00 1.054205e+00
3.821423e-01 9.456658e-01 6.265304e-01 2.625629e-01 9.756336e-01 5.005975e-01 1.079765e+00 3.149106e-01 1.965170e+00
1.354949e+00 1.041926e+00 1.967862e+00 1.110625e-01 8.850671e-01 1.687649e-01 1.710458e+00 1.334431e+00 1.502307e+00
3.986970e-01 4.066580e-01 8.569200e-01 6.220440e-01 8.918847e-01 6.928624e-01 1.223416e+00 1.766358e+00 6.617417e-01
1.445288e+00 1.549471e+00 1.139762e+00 1.671128e-01 7.580905e-01 4.196963e-01 8.220397e-02 5.366593e-01 2.337274e-01
5.634989e-01 6.361448e-01 3.235461e-01 2.772286e-01 5.143716e-01 3.782270e-01 1.177079e+00 5.218520e-01 1.830446e+00
9.693619e-01 1.942573e+00 4.660315e-01 5.552225e-01 4.415615e-01 5.030920e-01 3.832000e-01 1.314334e+00 4.996139e-01
1.286739e+00 8.639690e-01 3.776381e-01 1.899507e-01 4.625900e-01 1.884372e-01 4.438957e-01 9.897423e-01 9.606507e-01
9.749784e-01 1.737976e+00 1.090397e+00 1.619232e-01 5.742957e-02 3.331791e-01 1.285448e+00 1.867501e+00 9.083560e-01
7.711939e-01 9.037217e-01 9.750942e-01 9.420920e-01 2.188661e-01 1.938934e-01 6.951330e-01 2.218538e-01 7.217022e-01
1.981734e+00 1.574553e+00 9.364516e-01 6.496898e-01 6.636148e-01 2.059707e-01 1.513519e+00 1.692209e+00 1.877791e+00
1.582561e+00 3.003875e-01 1.594996e+00 8.381643e-01 4.925035e-01 5.518068e-01 5.352021e-01 9.368622e-01 1.026896e+00
1.491755e+00 1.654713e+00 1.961773e+00 3.604838e-01 6.552168e-01 8.340106e-01 1.760795e+00 1.250203e+00 1.045604e+00
1.752453e+00 5.069255e-01 1.545868e+00 7.708713e-01 5.449794e-01 2.226074e-01 2.028945e-01 4.469525e-01 1.242013e+00
1.747284e+00 1.597897e+00 6.840857e-01 3.857285e-01 5.128155e-01 3.031899e-01 2.636789e-01 1.511602e+00 1.117670e+00
1.764713e+00 1.241028e+00 5.990151e-01 2.306148e-01 2.908570e-01 9.325618e-01 6.253146e-01 5.496877e-01 1.308224e+00
1.884086e+00 7.344813e-01 1.180653e+00 1.572778e-01 4.892757e-01 7.487567e-01 3.241488e-01 1.470742e+00 8.659665e-01
4.174436e-01 1.568193e+00 2.516650e-01 3.143837e-01 9.647457e-01 7.894516e-01 1.343760e+00 9.964516e-01 1.703707e+00
6.120208e-01 2.043102e-01 1.287835e+00 1.838848e-01 8.696554e-01 6.948834e-01 1.946247e+00 1.929642e+00 3.898869e-01
1.848527e+00 1.751834e+00 9.778433e-01 4.832256e-01 2.301003e-01 7.940265e-01 1.384961e+00 1.093616e-01 9.388578e-01
1.723056e+00 7.200450e-01 1.670858e+00 2.248969e-01 8.594874e-01 3.725961e-01 1.616716e-02 3.198245e-02 2.733169e-01
4.309623e-01 3.617840e-01 8.456827e-01 3.873191e-01 3.875164e-01 8.908895e-01 9.013785e-01 2.045896e-01 9.680145e-01
1.834302e+00 1.024951e+00 1.716126e+00 3.184802e-01 5.156685e-01 2.649776e-01 1.422272e+00 1.186488e+00 1.439783e+00
1.456088e+00 1.689994e+00 5.798960e-01 5.035405e-01 7.350301e-01 4.638779e-01 1.382061e+00 1.978920e+00 1.234829e+00
1.464129e+00 1.011137e+00 1.203384e+00 4.139626e-01 3.259227e-01 8.799411e-01 9.492606e-01 1.260038e+00 4.205427e-01
1.179104e+00 8.254897e-01 5.946672e-01 1.079233e-01 7.845740e-02 7.676736e-01 4.784607e-01 1.362021e+00 1.003865e+00
1.262956e+00 1.970633e+00 1.146869e+00 5.760309e-01 2.611542e-01 8.873927e-01 7.990870e-01 3.074318e-01 6.674549e-01
1.819612e+00 1.768178e+00 1.911333e+00 8.233938e-01 3.356109e-01 3.301659e-01 3.776183e-01 1.371670e-01 1.840670e+00
1.276057e+00 6.633893e-01 2.852184e-01 9.599781e-01 9.528999e-01 9.575354e-01 6.149014e-01 6.065416e-01 2.105840e-01
1.395285e+00 1.095076e+00 8.206253e-01 7.968606e-01 5.049260e-02 6.351976e-01 1.371756e+00 1.118380e+00 1.351012e-01
1.560835e+00 1.564150e+00 3.419821e-01 8.309916e-01 1.120918e-01 9.448522e-01 1.472394e+00 1.047787e+00 3.174665e-01
1.324377e+00 1.743603e+00 1.509641e+00 9.087274e-01 2.040304e-01 3.467543e-01 7.168432e-01 1.455453e+00 1.725645e+00
1.798152e+00 1.007913e+00 1.845756e+00 2.270081e-01 9.707788e-01 2.526111e-01 1.390548e+00 1.289864e-01 1.947717e+00
5.304488e-01 1.507847e+00 6.794152e-01 5.676778e-01 5.259900e-01 6.463483e-01 3.090211e-02 5.050781e-01 3.744981e-01
2.121927e-01 8.305646e-01 1.930763e+00 1.228925e-01 6.149104e-02 6.182142e-01 1.115507e+00 9.948241e-01 6.032933e-01
1.419889e+00 5.438437e-01 1.492112e+00 7.269104e-01 4.964007e-01 1.745924e-01 1.209267e+00 1.167857e+00 2.798217e-01
1.756307e+00 1.028825e+00 3.337913e-01 7.577736e-01 5.240211e-01 2.630194e-01 1.459282e+00 1.444708e+00 1.891125e+00
4.244507e-01 1.201645e+00 9.598098e-01 9.199744e-01 1.185049e-01 9.404877e-02 2.919310e-01 9.677913e-01 4.462958e-01
9.170857e-01 1.923975e+00 1.768941e+00 8.089062e-01 5.032319e-01 7.536825e-01 1.092563e+00 2.312673e-01 2.417252e-01
8.478544e-01 7.641191e-01 1.019241e+00 1.138965e-01 6.682314e-01 5.773577e-01 9.757616e-01 1.465100e+00 1.655373e+00
1.952493e+00 1.415142e+00 1.223279e+00 3.672152e-01 4.967001e-01 6.704288e-01 5.954975e-01 1.378190e+00 2.249894e-01
9.720647e-01 6.242353e-01 6.609685e-01 2.883544e-01 3.763781e-01 9.363576e-01 1.545219e+00 1.449415e+00 1.716037e+00
5.429514e-01 1.627491e+00 8.715815e-01 7.384182e-01 4.088851e-01 9.923188e-01 1.678458e+00 1.396853e+00 3.957303e-02
1.704678e+00 1.882620e+00 1.896151e+00 9.325186e-01 8.151305e-01 6.741677e-01 1.162463e+00 1.941799e+00 8.401364e-01
1.843029e+00 3.140678e-01 1.697241e+00 3.916140e-01 3.187694e-01 4.066929e-01 1.008492e+00 4.767767e-01 8.758819e-01
1.367159e+00 2.129916e-01 1.085259e+00 8.075081e-01 8.400730e-01 4.401352e-01 1.345496e+00 1.820791e+00 5.722790e-01
5.759288e-01 1.248351e+00 1.891048e+00 5.629297e-01 9.582433e-01 4.941142e-01 1.409357e+00 1.254209e+00 6.080295e-01
9.801888e-01 1.111947e+00 7.795406e-01 4.040424e-01 4.551120e-01 8.988210e-01 8.511211e-01 1.270748e+00 8.286894e-01
3.215745e-01 1.735620e+00 9.390997e-01 1.372788e-01 2.867087e-01 2.393722e-01 1.543851e+00 1.224467e+00 1.847261e+00
1.287592e+00 1.691187e+00 1.737626e+00 8.810233e-01 4.531646e-01 1.065332e-01 1.980201e+00 1.018522e+00 5.270530e-01
3.510054e-01 4.265008e-01 1.372316e+00 3.065279e-01 1.006539e-01 3.816875e-01 7.393235e-01 8.377711e-02 1.300326e+00
1.941228e+00 1.362959e+00 1.662480e+00 8.112244e-01 2.333201e-01 5.542572e-02 1.150397e+00 1.563281e+00 1.274969e+00
1.535825e+00 4.839549e-01 1.073704e+00 6.711823e-01 9.065558e-01 2.890818e-01 1.086954e+00 1.115146e+00 1.048944e+00
2.930148e-01 2.899277e-01 1.211864e+00 6.945319e-02 3.216677e-01 7.493831e-01 6.668535e-01 3.328547e-01 4.512546e-01
1.618299e+00 2.022149e-01 6.872327e-01 2.683082e-01 8.538068e-01 2.978519e-01 6.391205e-01 4.122907e-01 1.247320e-01
1.790616e+00 1.946763e+00 3.607675e-01 1.180977e-01 4.257011e-01 2.345293e-01 1.069567e-01 1.054351e-01 1.549250e+00
1.906435e+00 1.178515e+00 1.146573e+00 6.624062e-01 9.830150e-01 4.888060e-01 5.376329e-01 7.377762e-01 1.376249e+00
1.483303e+00 1.972789e+00 1.449508e+00 9.767892e-01 6.875196e-01 9.552263e-01 1.503691e+00 1.300889e+00 1.475807e+00
6.197210e-01 1.001765e+00 1.753226e+00 6.643181e-01 9.627912e-02 3.411181e-01 5.451144e-01 1.920763e+00 5.232068e-02
1.124797e+00 5.827616e-01 1.197006e+00 6.952906e-01 7.121078e-01 8.533915e-01 7.380821e-03 1.572872e+00 8.867751e-01
1.850610e+00 1.932397e+00 1.712194e+00 5.221498e-01 2.357116e-01 6.372657e-01 1.374443e+00 8.847055e-01 1.239073e+00
1.838278e+00 2.862353e-01 1.810840e+00 7.609934e-01 2.742115e-01 2.725928e-01 3.082991e-01 8.201111e-01 4.097439e-01
6.281607e-01 1.856273e+00 1.286292e+00 1.344168e-01 5.604013e-01 3.286898e-01 9.421927e-01 1.176201e+00 1.586924e+00
4.806262e-01 1.928209e+00 1.994527e+00 1.818616e-01 8.515676e-01 4.081641e-01 1.868604e+00 1.384345e+00 1.810869e+00
1.900950e+00 3.540180e-01 3.002692e-01 1.869508e-01 1.580889e-01 6.243079e-01 1.055265e+00 5.025086e-01 4.548623e-01
3.765924e-01 2.243918e-01 1.267051e+00 7.850700e-01 6.019670e-01 5.906949e-01 3.586456e-01 5.243502e-01 7.134035e-01
1.077820e+00 1.273921e+00 4.027018e-01 3.469619e-01 8.948310e-01 7.889403e-02 1.850793e+00 1.804471e+00 3.417029e-01
1.649870e+00 7.881466e-01 1.722892e+00 8.828123e-01 8.444957e-01 2.329875e-01 1.939622e+00 6.135118e-01 1.640784e+00
6.786964e-01 6.056765e-01 1.648972e+00 4.698121e-01 1.225930e-01 2.715610e-01 9.637240e-01 1.102379e+00 6.531009e-01
1.427626e+00 1.033759e+00 1.337529e+00 4.820553e-01 2.095584e-01 1.447776e-01 6.590307e-01 1.719214e+00 5.371096e-01
1.717168e+00 9.223345e-01 1.348089e+00 7.689517e-01 2.305678e-01 9.690360e-01 2.476678e-01 8.589410e-01 1.248672e+00
1.457422e+00 1.821567e+00 1.337603e+00 2.206986e-01 5.590276e-01 7.782213e-02 1.023851e+00 1.745974e+00 1.462846e+00
6.647877e-01 3.691289e-01 1.726515e+00 6.054564e-01 5.844078e-01 2.300186e-01 8.193357e-01 8.965724e-01 1.341868e+00
2.422465e-01 1.564933e+00 5.242109e-01 4.793108e-01 4.215085e-01 9.950189e-01 1.640332e+00 1.072624e+00 7.438390e-01
2.444284e-01 1.293074e+00 6.494928e-01 9.040045e-01 6.489476e-01 4.166639e-01 1.260952e+00 3.959258e-01 1.598000e+00
1.924540e+00 2.511420e-01 6.117114e-01 1.799189e-01 3.123712e-01 7.788614e-01 3.518380e-02 1.701218e+00 2.951725e-01
1.957281e+00 5.540055e-01 1.540194e+00 7.346055e-01 3.784420e-01 5.710894e-01 1.045198e+00 1.033596e+00 2.773076e-03
1.963302e+00 6.654711e-01 6.166741e-01 5.122895e-01 6.345003e-01 3.673683e-01 1.138837e+00 1.479231e+00 2.134483e-01
8.069811e-01 6.565705e-01 5.756168e-01 8.213522e-01 8.819656e-01 3.200123e-01 1.737468e+00 6.407709e-01 5.574705e-01
1.158374e+00 6.736878e-01 9.213788e-01 4.518264e-01 1.043995e-01 3.961772e-01 6.304656e-01 3.561742e-01 1.484096e+00
4.113058e-01 8.383909e-01 1.574111e+00 6.714276e-01 3.249671e-01 7.771953e-01 1.979985e+00 2.745882e-01 1.806435e+00
1.381269e+00 5.691281e-01 1.427214e+00 7.626480e-01 5.347239e-01 3.631476e-01 1.895183e+00 1.587794e+00 9.976672e-01
7.568235e-01 2.268605e-01 1.183439e+00 6.005802e-01 7.264154e-01 2.683584e-01 1.065500e+00 6.517926e-01 9.886150e-01
7.927581e-01 6.807589e-01 1.313133e+00 5.571077e-01 5.973658e-01 3.799215e-01 1.796237e+00 4.826915e-01 1.225621e-02
3.656199e-01 1.284455e+00 9.819165e-01 3.995237e-01 3.100165e-01 2.044648e-01 1.614776e+00 7.131962e-01 3.117713e-01
3.926415e-01 6.333466e-01 7.937996e-01 4.871372e-01 3.065628e-01 9.719385e-02 1.461954e+00 1.688767e+00 1.928376e+00
1.304215e+00 5.580503e-01 6.412144e-01 9.567792e-01 2.002849e-01 9.847116e-01 5.757863e-01 7.591415e-01 8.069389e-02
5.555307e-01 1.255100e+00 1.923754e+00 5.930757e-01 9.374974e-01 5.567241e-01 1.571166e+00 1.473737e+00 4.759615e-01
2.097406e-01 4.160516e-01 3.302820e-01 5.816640e-01 5.099237e-01 9.773375e-01 1.478454e+00 6.623018e-01 1.959854e+00
3.543862e-01 5.765371e-01 1.103110e+00 5.911659e-01 3.622295e-01 6.408087e-02 1.862305e+00 1.559917e-01 1.291722e+00
4.763223e-01 4.095455e-01 3.954741e-01 7.894270e-01 3.038358e-01 1.891730e-01 3.547158e-01 1.789280e+00 7.657244e-01
9.305192e-01 1.902088e+00 9.906323e-01 3.421500e-01 4.032415e-01 6.312846e-01 8.385092e-01 9.592905e-01 1.713131e+00
1.306693e+00 1.809290e+00 1.035980e+00 6.100060e-01 6.849233e-01 2.111411e-01 9.328903e-01 3.615139e-01 3.209611e-01
1.251323e+00 2.692035e-01 1.033446e+00 5.020179e-01 2.248940e-01 8.500329e-01 9.233575e-01 1.077624e+00 1.879446e-01
1.370652e+00 1.854668e+00 4.007122e-01 3.282471e-01 8.536328e-01 1.499579e-01 6.452271e-01 7.635405e-01 7.182918e-01
4.602360e-01 1.557675e+00 7.658355e-01 5.528331e-01 3.143655e-01 9.942718e-01 5.247369e-01 7.167812e-01 1.737285e+00
1.697750e+00 3.815146e-01 1.909871e+00 8.122826e-01 8.180288e-02 6.399952e-01 8.654274e-01 1.371647e+00 3.868742e-01
8.087894e-01 1.605074e+00 8.798562e-01 4.770143e-01 6.768649e-01 6.444899e-01 1.830234e+00 1.053653e+00 9.430562e-01
8.282676e-01 1.356567e+00 1.602932e+00 4.889318e-01 6.093793e-01 5.436434e-01 1.377559e+00 1.131322e+00 1.480356e+00
1.878509e+00 4.492457e-01 2.243135e-01 5.285289e-01 3.520728e-01 5.866959e-01 1.203057e-01 1.094799e+00 5.064175e-01
1.086628e+00 1.053113e+00 1.158623e+00 9.708795e-01 8.219943e-01 1.230398e-01 8.343313e-01 1.991168e+00 3.359586e-01
9.406693e-01 1.788751e+00 1.309134e+00 1.702965e-01 4.113130e-01 3.543071e-01 1.282977e+00 5.452407e-01 1.622012e+00
8.762768e-01 1.140024e+00 4.999713e-01 3.543798e-01 7.869349e-01 7.384735e-01 1.043651e+00 1.601467e+00 8.681703e-01
5.703033e-01 1.222095e+00 1.492877e+00 6.512966e-01 7.162482e-01 1.415636e-01 3.400891e-01 5.112648e-01 5.709130e-01
1.119334e+00 1.874570e+00 7.160040e-01 2.547088e-01 1.873747e-01 2.245068e-01 4.171817e-01 7.411554e-01 5.863722e-01
