# D_1  D_2  D_3  D_4  D_5  Sigma_a_1  Sigma_a_2  Sigma_a_3  Sigma_a_4  Sigma_a_5  q_1  q_2  q_3  q_4  q_5
4.359630e-01 2.970359e-01 1.518137e+00 9.729806e-01 1.110188e+00 6.152779e-01 2.820879e-01 3.236861e-01 4.532402e-01 8.784399e-01 1.733706e+00 1.190622e-02 3.596197e-01 3.573085e-01 1.062627e+00
4.546911e-01 1.197828e+00 1.265846e+00 1.847981e+00 1.330367e+00 7.484360e-01 9.787279e-01 2.602188e-01 1.630306e-01 7.132782e-01 9.635375e-01 3.186415e-01 4.426784e-01 1.993340e+00 1.377812e+00
8.457448e-01 1.554248e+00 1.447124e+00 1.700323e+00 1.365997e+00 8.541351e-01 6.644051e-01 3.790463e-01 2.421247e-01 4.574256e-01 3.724095e-01 9.168210e-01 3.819651e-01 8.543385e-01 1.056926e+00
1.083862e+00 1.537564e+00 9.408848e-01 8.907029e-01 1.987737e+00 3.958489e-01 8.749826e-01 1.477310e-01 7.714363e-01 8.559651e-01 7.705677e-01 8.166088e-01 1.695904e+00 9.664823e-01 3.666100e-01
1.134591e+00 1.984172e+00 8.719877e-01 1.392250e+00 1.570661e+00 2.997800e-01 7.223025e-01 6.481770e-01 4.310667e-01 7.725063e-01 5.437124e-01 4.031685e-01 1.708512e+00 1.159316e+00 6.176180e-01
5.299820e-01 4.958820e-01 1.388945e+00 1.706501e+00 7.935987e-01 8.584577e-01 9.613045e-01 9.108031e-01 9.867975e-01 6.828180e-01 1.999442e+00 3.709685e-01 1.143144e+00 1.528975e+00 3.486503e-01
1.053231e+00 1.361911e+00 3.568137e-01 1.606470e+00 2.192090e-01 6.422312e-01 3.295247e-01 9.914458e-01 5.706111e-01 4.684611e-01 1.453017e+00 1.488666e+00 9.264739e-02 3.440806e-01 9.601624e-01
1.791779e+00 5.604141e-01 1.314888e+00 6.221394e-01 1.566862e+00 3.034216e-01 3.982296e-01 1.131421e-01 7.805142e-02 1.573448e-01 8.369754e-01 1.260295e+00 5.445713e-01 1.038353e+00 2.841287e-01
1.357088e+00 1.289621e+00 5.445973e-01 1.506121e+00 1.464273e+00 4.547472e-01 9.294928e-01 6.665292e-01 9.547623e-01 9.775618e-01 3.345832e-01 1.290045e+00 1.487013e+00 1.646954e+00 7.056622e-01
1.924969e+00 1.383193e+00 1.705792e+00 1.032887e+00 1.079148e+00 8.797883e-01 5.514258e-01 7.680548e-01 3.561354e-01 6.620064e-01 1.071526e+00 4.958078e-01 2.675055e-01 1.568000e+00 9.532012e-03
1.050251e+00 9.550524e-01 1.679914e+00 1.294647e+00 1.305983e+00 7.620855e-01 1.597345e-01 6.643974e-01 1.415980e-01 9.599026e-01 4.999324e-01 1.553330e+00 5.675837e-01 5.895153e-01 1.507463e+00
1.540847e+00 1.456402e+00 1.047536e+00 7.381807e-01 1.072966e+00 2.107128e-01 1.174636e-01 2.098441e-01 6.482029e-01 4.766225e-01 9.694619e-01 2.076460e-01 1.001582e+00 3.087925e-01 5.128213e-01
1.657966e+00 2.180715e-01 1.219219e+00 5.660128e-01 1.240597e+00 8.316380e-01 8.630031e-02 1.035355e-01 5.417300e-01 4.844927e-01 1.157087e+00 1.386972e+00 1.432214e+00 1.002809e+00 7.149041e-01
1.275691e+00 1.746370e+00 1.132532e+00 4.699477e-01 5.804651e-01 3.220323e-01 5.567942e-01 1.806567e-01 9.390057e-01 1.635732e-01 1.005022e+00 1.305586e+00 1.532203e+00 5.620149e-02 1.084486e+00
9.822193e-01 1.807949e+00 6.610390e-01 1.588485e+00 5.684385e-01 5.849086e-01 2.787447e-01 4.752913e-01 7.863929e-01 2.252427e-01 1.382652e+00 9.047161e-01 1.662762e+00 1.979408e+00 9.672254e-01
9.917087e-01 6.960258e-01 3.357692e-01 8.010573e-01 6.146217e-01 5.064098e-02 9.190709e-01 7.394853e-02 4.858613e-01 6.466325e-01 4.300756e-01 1.826096e+00 1.472191e-01 1.167596e+00 1.706011e+00
1.752059e+00 1.186398e+00 7.550552e-01 1.449839e+00 9.338412e-01 1.725806e-01 1.675568e-01 3.768445e-01 6.985557e-01 5.014226e-01 1.127477e+00 6.473216e-01 1.621714e+00 1.946089e+00 1.829787e-01
1.571217e+00 1.822125e+00 9.453944e-01 7.918176e-01 4.683725e-01 1.280548e-01 4.439503e-01 1.509739e-01 9.727707e-01 2.503521e-01 1.903229e+00 1.086053e+00 1.025987e+00 7.267477e-01 1.270201e+00
4.145403e-01 8.675401e-01 1.726745e+00 5.787819e-01 1.885673e+00 5.424772e-01 8.350241e-02 7.728560e-01 5.751820e-01 9.488046e-01 1.119265e+00 9.732199e-02 1.044286e+00 8.192999e-02 1.105335e+00
9.997382e-01 1.000731e+00 1.746438e+00 4.124063e-01 1.144580e+00 7.328641e-01 9.353874e-01 6.275656e-02 2.088592e-01 1.075281e-01 1.900381e-01 1.846841e+00 1.375794e-01 1.452928e+00 1.966131e+00
8.190870e-01 1.008046e+00 9.640871e-01 3.505418e-01 3.379622e-01 6.486855e-01 3.036038e-01 8.192595e-01 7.407209e-01 3.069532e-01 3.517491e-01 1.731725e+00 1.349290e+00 8.750928e-01 4.120888e-01
5.905479e-01 1.639551e+00 5.943331e-01 2.821382e-01 8.835814e-01 5.220886e-01 5.075314e-01 2.536005e-01 1.292922e-01 4.186428e-01 1.271869e+00 3.229928e-02 8.247461e-01 9.111371e-01 1.846853e-02
1.673759e+00 8.611609e-01 1.817612e+00 4.079320e-01 1.358850e+00 6.346618e-01 3.526691e-01 3.023947e-01 8.044419e-01 4.304189e-01 2.179516e-01 5.355557e-01 1.146468e+00 6.254025e-01 1.565495e+00
3.810167e-01 5.865506e-01 1.434758e+00 1.119655e+00 1.948818e+00 2.528215e-01 6.173934e-01 3.073344e-01 2.985702e-01 5.345660e-01 5.464207e-01 1.616050e+00 1.903000e+00 1.959760e+00 6.842743e-01
1.023925e+00 1.912243e+00 1.424326e+00 4.736099e-01 1.135205e+00 7.204018e-01 9.442175e-02 9.500133e-01 4.195096e-01 5.702441e-01 5.685756e-01 1.210534e+00 9.647368e-01 6.020188e-01 1.292249e+00
1.567587e+00 7.696248e-01 7.794481e-01 2.938922e-01 7.508563e-01 9.703585e-01 8.490918e-01 5.401572e-01 4.511018e-01 8.583004e-02 1.798057e+00 1.520986e+00 1.111019e+00 1.067155e+00 1.100970e+00
1.409397e+00 1.052904e+00 1.783800e+00 5.836851e-01 1.803827e+00 2.763365e-01 3.893764e-01 2.079545e-01 8.685563e-01 7.426145e-01 1.067151e+00 1.647585e+00 5.013169e-01 1.233534e+00 1.654322e+00
5.157976e-01 1.356591e+00 7.230855e-01 7.093894e-01 4.326463e-01 6.258622e-01 8.931131e-01 6.621178e-01 8.205223e-01 1.499579e-01 1.932316e+00 1.671449e+00 1.842833e+00 3.130568e-01 1.413454e+00
1.967701e+00 1.680259e+00 1.548633e+00 1.145162e+00 1.698772e+00 8.157974e-01 4.410870e-01 1.336625e-01 4.926330e-01 1.761544e-01 1.000765e-01 1.349864e+00 2.804780e-01 1.617889e+00 3.429921e-02
7.278516e-01 1.145680e+00 1.521212e+00 5.150417e-01 8.230791e-01 7.995811e-01 8.298019e-01 7.616669e-01 9.814761e-01 8.963976e-01 2.509530e-01 1.410875e+00 9.704765e-01 7.827987e-01 1.589826e+00
4.593604e-01 8.459906e-01 7.661573e-01 2.466504e-01 4.166718e-01 9.588862e-01 4.611807e-01 7.131811e-01 6.414570e-01 5.905377e-01 4.799010e-01 1.167819e+00 1.915582e+00 6.964781e-01 5.090980e-01
9.036027e-01 1.490072e+00 1.197574e+00 1.411371e+00 5.170956e-01 5.547625e-01 9.508765e-01 8.049180e-01 8.961251e-01 6.504086e-01 7.016198e-01 9.296539e-01 1.249708e+00 6.932967e-01 1.286715e+00
1.703964e+00 1.063038e+00 5.878823e-01 1.363266e+00 3.530606e-01 4.008887e-01 9.832251e-01 5.188632e-01 1.108032e-01 3.771212e-01 1.011718e+00 1.433328e+00 4.846141e-01 1.136836e+00 1.444934e+00
1.330290e+00 1.907940e+00 1.460607e+00 1.559591e+00 1.626730e+00 4.630068e-01 8.802237e-01 1.734448e-01 3.367577e-01 3.741719e-01 1.225487e-01 6.410696e-01 1.559836e+00 1.129070e+00 1.153765e+00
6.368193e-01 1.264876e+00 1.929516e+00 8.823204e-01 8.144137e-01 8.870873e-01 7.015208e-01 9.621523e-01 6.912545e-01 4.659649e-01 1.908525e+00 1.439974e+00 6.920550e-01 1.571553e+00 1.099095e+00
9.743350e-01 2.037220e-01 1.159338e+00 1.854008e+00 6.603743e-01 4.918279e-01 2.514763e-01 8.065185e-01 7.576343e-01 9.718707e-01 1.414735e+00 1.595755e+00 1.320693e+00 2.575179e-01 3.868241e-01
1.680811e+00 1.237896e+00 1.152211e+00 1.009613e+00 1.710675e+00 4.151964e-01 1.744967e-01 6.852047e-01 5.319210e-01 6.183096e-02 1.600637e+00 1.277701e+00 2.533458e-01 7.652289e-01 4.079836e-01
8.574046e-01 9.770008e-01 1.635895e+00 2.531481e-01 1.386017e+00 7.374652e-01 6.929048e-01 9.151919e-01 4.457651e-01 5.309835e-02 6.579326e-01 1.019470e+00 1.476872e+00 1.810291e+00 1.498112e+00
6.807531e-01 1.648343e+00 1.422539e+00 1.069047e+00 1.318187e+00 3.392336e-01 6.674838e-01 2.212955e-01 6.104282e-01 1.245725e-01 1.001688e+00 1.826045e-01 6.322514e-01 1.653063e+00 1.016386e+00
1.939330e+00 1.397330e+00 1.855034e+00 1.516461e+00 3.433627e-01 9.094022e-01 7.593296e-01 8.101908e-01 9.051274e-01 4.817934e-01 1.580448e+00 2.947921e-01 1.175659e+00 1.600275e+00 1.607395e+00
5.560786e-01 1.921333e+00 1.163186e+00 1.529152e+00 1.532222e+00 2.259326e-01 8.093579e-01 2.324415e-01 6.490919e-01 1.953327e-01 8.617460e-01 8.339216e-01 1.506432e-01 3.847549e-01 1.863580e-01
1.669362e+00 1.793119e+00 1.859992e+00 1.406185e+00 9.107112e-01 3.525706e-01 9.745488e-01 8.270406e-01 8.838601e-01 2.947284e-01 6.432650e-01 1.158143e+00 5.808064e-01 1.111174e+00 6.364397e-01
3.689418e-01 1.604681e+00 1.229691e+00 1.466976e+00 6.998804e-01 9.925886e-02 2.681461e-01 4.467014e-01 7.238686e-01 8.376617e-01 1.915930e+00 7.879720e-01 1.554402e+00 6.176761e-01 6.032713e-01
3.192347e-01 1.082128e+00 1.622192e+00 1.396891e+00 1.073217e+00 3.811978e-01 6.185036e-01 1.439525e-01 9.000029e-01 3.111275e-01 9.796091e-02 1.079228e+00 1.688688e+00 1.766740e+00 9.150996e-01
1.303429e+00 5.188981e-01 1.673964e+00 1.690154e+00 9.018280e-01 6.532198e-02 2.250518e-01 2.856535e-01 8.552056e-02 4.465018e-01 1.639561e+00 1.196366e+00 8.133953e-01 3.200616e-01 1.803791e+00
7.689548e-01 6.694838e-01 3.036246e-01 1.964022e+00 1.271730e+00 8.918866e-01 5.892702e-01 5.448782e-01 3.934741e-01 2.273481e-01 1.771827e+00 9.364295e-01 1.457261e+00 1.154181e+00 1.762425e+00
7.664189e-01 1.426345e+00 4.496458e-01 1.550893e+00 2.245790e-01 6.080976e-01 6.210158e-01 7.092407e-02 1.483495e-01 9.745852e-01 1.258507e+00 3.960082e-01 1.853850e+00 4.383284e-01 4.406283e-01
7.597268e-01 1.855043e+00 9.878648e-01 8.589338e-01 1.902640e+00 1.906949e-01 5.504695e-01 2.461783e-01 7.912852e-01 6.845806e-01 2.887968e-02 1.008826e+00 4.667169e-01 2.200092e-01 5.224151e-01
1.318268e+00 1.026600e+00 1.021591e+00 5.431891e-01 6.827088e-01 2.617626e-01 1.265498e-01 9.552293e-01 6.347096e-01 2.347402e-01 1.097461e+00 1.170718e+00 9.256233e-01 8.118909e-01 1.236877e+00
1.077186e+00 3.661684e-01 3.173469e-01 1.224620e+00 1.439806e+00 4.318224e-01 6.236634e-01 3.733057e-01 9.837403e-02 5.331566e-01 4.397909e-01 1.464706e+00 2.320029e-01 1.788740e+00 8.993699e-01
1.087548e+00 6.747041e-01 1.784401e+00 3.542027e-01 7.574657e-01 8.072436e-01 6.855118e-01 2.271673e-01 5.872923e-01 2.128667e-01 1.946137e+00 1.689073e+00 1.138499e+00 1.747974e+00 1.788365e+00
3.742648e-01 1.715161e+00 9.693684e-01 5.503821e-01 2.829094e-01 2.852334e-01 7.688546e-01 8.143758e-01 9.239409e-01 1.806201e-01 5.538466e-01 1.081183e+00 1.803433e+00 2.790343e-02 6.761229e-01
9.311773e-01 1.130905e+00 1.283639e+00 6.730772e-01 5.988337e-01 4.385816e-01 7.495905e-01 1.746231e-01 9.838747e-01 4.283849e-01 9.299661e-01 8.722018e-01 9.049256e-01 1.060695e+00 7.595783e-01
1.715543e+00 1.064482e+00 1.076027e+00 8.441993e-01 1.509299e+00 6.695361e-01 4.453109e-01 9.754765e-01 4.585921e-01 8.404538e-01 1.366184e+00 4.588093e-01 8.430969e-01 1.640423e+00 9.843289e-01
1.839619e+00 1.012114e+00 1.202543e+00 1.810862e+00 9.535237e-01 7.475806e-01 9.223911e-01 9.472555e-01 9.549639e-02 8.750239e-01 1.473206e+00 1.280794e+00 1.854069e-01 1.046898e-01 1.732716e+00
5.084406e-01 6.863960e-01 1.735462e+00 6.548298e-01 3.004641e-01 7.409994e-02 6.949150e-01 1.073828e-01 9.763232e-01 6.779640e-01 8.275869e-01 2.112462e-01 5.471579e-01 8.316053e-01 6.653803e-01
3.546573e-01 1.120506e+00 1.865466e+00 8.513975e-01 1.016676e+00 9.101489e-01 6.059978e-01 6.928072e-01 7.958182e-01 5.389772e-01 5.169120e-01 1.862051e+00 1.774266e+00 4.812841e-01 9.033161e-01
9.238977e-01 1.177910e+00 7.459494e-01 1.181377e+00 1.004586e+00 8.905885e-02 2.952695e-01 6.656982e-02 8.720513e-01 8.793389e-01 1.562542e+00 9.442638e-01 4.893666e-01 5.366187e-01 1.112115e+00
1.212117e+00 7.167822e-01 1.292424e+00 2.322143e-01 3.920982e-01 6.992617e-01 2.492419e-01 8.733804e-01 8.166092e-01 6.767904e-01 1.477230e+00 2.263682e-01 6.046666e-01 1.293020e+00 1.931349e-01
6.258432e-01 4.271077e-01 5.318994e-01 9.453112e-01 1.162833e+00 2.166496e-01 7.509046e-01 9.442762e-02 1.608903e-01 1.911065e-01 1.753393e+00 3.136661e-01 3.006701e-01 4.121324e-01 1.535491e+00
3.394146e-01 1.042233e+00 3.922292e-01 8.337118e-01 1.169022e+00 7.803573e-01 4.857812e-01 1.690107e-01 8.814285e-01 7.858473e-01 1.547098e-01 1.588203e-01 1.483426e+00 6.472650e-01 3.955748e-01
1.188794e+00 5.594302e-01 1.799376e+00 1.278276e+00 1.522713e+00 1.122008e-01 6.696098e-01 8.849935e-01 7.542201e-01 6.287872e-01 7.319355e-01 5.938101e-01 1.207950e+00 9.162951e-02 9.357494e-01
1.108237e+00 6.474164e-01 1.952789e+00 1.576983e+00 1.826213e+00 2.306823e-01 8.879134e-01 9.884738e-01 1.035687e-01 2.775057e-01 1.370018e+00 1.050220e+00 1.861378e+00 2.664586e-01 8.177436e-01
1.522526e+00 1.541089e+00 1.881830e+00 1.086438e+00 4.790662e-01 4.050393e-01 3.926086e-01 2.725628e-01 6.908566e-01 7.086117e-01 1.629189e+00 5.745020e-02 1.240842e+00 1.823263e+00 1.086074e-01
5.387236e-01 1.533209e+00 1.876644e+00 1.784674e+00 1.444900e+00 3.799813e-01 9.938988e-01 4.620109e-01 4.408038e-01 6.987092e-02 1.138409e+00 7.215884e-01 1.510733e+00 3.964790e-01 2.767366e-01
1.905440e+00 1.430224e+00 1.303496e+00 1.673599e+00 7.307213e-01 2.688634e-01 5.803652e-01 4.515111e-01 3.539132e-01 3.678135e-01 7.470322e-01 6.213623e-01 1.762539e+00 9.477977e-01 1.070467e+00
6.157569e-01 4.836181e-01 1.372116e+00 1.520612e+00 1.456573e+00 8.484721e-01 8.936953e-01 2.025202e-01 6.648741e-02 1.409360e-01 1.815196e+00 1.564064e+00 1.154028e+00 7.881171e-01 1.475824e+00
1.898737e+00 1.613631e+00 4.472068e-01 5.563399e-01 4.605458e-01 9.679632e-01 1.457620e-01 5.093016e-01 3.888376e-01 6.242204e-01 1.279649e+00 1.692926e+00 9.844350e-01 1.662464e+00 1.451596e+00
1.181811e+00 1.479334e+00 4.833248e-01 6.304643e-01 7.437839e-01 6.008768e-01 1.423766e-01 2.403441e-01 6.763708e-01 5.438178e-01 1.923062e+00 1.106057e+00 1.999471e+00 1.389244e+00 5.883628e-01
7.076967e-01 5.975191e-01 7.718486e-01 7.889147e-01 1.321936e+00 6.294740e-02 2.372468e-01 4.260399e-01 9.281837e-01 4.364956e-01 1.876629e-01 1.335885e-01 7.795066e-01 1.524876e+00 1.736691e+00
5.840160e-01 1.101969e+00 1.105039e+00 1.287827e+00 1.598527e+00 9.720007e-01 5.714450e-01 7.244982e-01 8.764667e-01 3.701885e-01 1.823713e+00 9.836055e-01 1.326133e+00 1.717423e+00 5.585547e-01
1.931102e+00 5.118393e-01 1.347761e+00 1.832550e+00 6.424639e-01 6.759903e-01 5.453407e-01 8.675220e-01 2.865017e-01 4.879336e-01 7.278057e-01 1.809677e+00 1.989820e-01 1.857204e+00 1.504501e+00
1.150483e+00 1.695443e+00 9.492740e-01 1.087674e+00 3.243198e-01 6.943916e-01 9.488324e-01 1.059879e-01 7.058954e-01 4.079661e-01 7.596748e-01 2.199162e-01 5.649903e-01 1.504640e+00 8.015830e-01
8.990811e-01 4.000794e-01 1.072542e+00 1.683047e+00 3.687496e-01 4.516477e-01 1.442838e-01 3.183855e-01 7.753566e-01 8.410263e-01 1.794141e+00 1.237498e+00 1.256740e+00 1.257252e+00 1.702147e+00
1.889229e+00 1.308584e+00 2.698172e-01 7.497974e-01 2.369317e-01 8.233685e-01 8.831555e-01 1.971259e-01 5.613919e-02 3.410576e-01 9.459184e-01 6.745176e-01 1.882418e+00 7.979993e-01 1.382155e+00
1.078565e+00 1.526374e+00 2.779970e-01 5.274346e-01 1.763434e+00 4.405318e-01 2.410550e-01 6.362526e-01 8.938277e-01 1.754799e-01 5.955462e-01 5.790817e-01 5.762238e-01 1.328727e+00 1.932129e+00
1.428658e+00 2.755148e-01 1.612465e+00 6.631866e-01 9.893038e-01 9.832701e-01 9.020870e-01 7.341827e-01 6.632715e-01 7.829276e-01 1.024416e+00 1.883974e+00 1.337022e+00 1.735775e+00 1.863082e+00
1.575966e+00 1.667079e+00 1.249587e+00 1.421741e+00 1.203857e+00 7.301623e-01 6.816402e-01 3.401397e-01 3.771054e-01 3.474975e-01 1.744622e+00 5.206417e-01 1.538145e+00 9.385739e-01 2.391368e-01
3.302766e-01 8.712294e-01 1.687473e+00 2.743310e-01 1.526955e+00 7.747378e-01 6.121018e-01 2.176487e-01 1.662061e-01 5.264441e-01 1.042762e+00 1.852519e+00 1.590437e+00 4.789485e-01 4.828693e-01
1.281018e+00 7.089582e-01 8.564846e-01 9.413239e-01 1.231831e+00 6.801434e-01 8.070477e-01 2.997508e-01 4.172215e-01 1.428314e-01 6.318346e-01 1.252772e+00 7.094995e-01 4.269024e-01 1.021975e+00
8.487319e-01 1.857588e+00 1.652922e+00 6.540216e-01 8.044501e-01 2.387619e-01 5.157116e-01 4.070068e-01 9.795410e-01 6.105499e-01 5.376715e-02 1.339026e+00 8.624820e-01 8.984426e-01 1.679174e-01
1.511064e+00 1.781103e+00 6.505948e-01 8.214142e-01 1.648792e+00 1.575630e-01 4.970967e-01 4.009938e-01 5.011865e-01 7.015524e-01 9.236952e-01 1.516685e+00 6.150683e-01 5.739058e-01 1.249531e+00
1.874372e+00 1.683872e+00 1.794373e+00 1.755891e+00 3.097890e-01 1.531311e-01 6.825193e-01 4.411403e-01 1.063061e-01 6.666877e-02 1.244401e+00 4.064319e-01 1.011103e+00 1.041532e+00 1.360488e-01
1.363924e+00 7.072828e-01 3.008350e-01 1.126530e+00 7.192805e-01 8.710515e-01 8.889577e-02 3.887686e-01 4.726957e-01 1.987450e-01 6.897851e-01 1.286048e+00 9.395674e-01 1.403302e+00 1.827136e+00
4.266585e-01 7.034709e-01 1.634476e+00 2.054381e-01 1.967786e+00 3.843168e-01 2.346724e-01 5.488497e-01 1.543596e-01 1.893024e-01 1.973497e+00 4.934237e-01 1.659189e+00 1.076244e+00 1.118523e+00
4.500312e-01 1.980573e+00 3.965901e-01 1.834828e+00 1.200555e+00 4.741545e-01 1.074122e-01 7.187955e-02 7.327218e-01 2.458585e-01 1.982597e+00 5.627454e-01 1.779695e+00 2.481066e-01 3.174608e-01
6.540763e-01 7.516799e-01 1.538915e+00 4.271177e-01 2.132888e-01 2.957697e-01 9.388309e-01 3.661591e-01 8.565220e-01 6.989684e-01 1.491926e+00 1.594007e+00 1.412548e+00 4.059967e-01 1.780138e+00
1.162377e+00 3.709745e-01 8.271959e-01 1.899178e+00 1.228142e+00 5.775219e-01 7.921307e-01 4.194634e-01 7.943209e-01 3.709456e-01 1.448371e+00 1.160322e+00 5.335632e-01 2.378981e-01 3.365396e-01
1.558648e+00 1.570889e+00 1.843791e+00 4.630607e-01 6.877027e-01 5.396174e-02 9.331036e-01 3.866480e-01 2.459734e-01 6.545440e-01 5.223254e-01 1.384753e+00 1.496040e+00 1.062136e-01 1.646939e+00
1.171708e+00 3.412526e-01 1.939621e+00 8.055796e-01 1.515434e+00 6.110500e-01 4.310825e-01 5.427688e-01 2.010928e-01 7.766261e-01 4.656544e-01 9.529282e-01 1.286746e+00 1.070914e+00 1.032606e+00
9.136542e-01 9.168715e-01 1.337617e+00 1.547247e+00 8.358962e-01 5.101301e-01 7.714837e-01 4.295392e-01 1.195795e-01 7.406489e-01 1.829749e+00 7.492887e-04 1.418058e+00 9.853825e-03 1.432120e+00
1.732260e+00 1.469161e+00 6.065808e-01 1.227898e+00 1.090887e+00 3.942668e-01 3.761701e-01 5.061796e-01 4.476391e-01 2.644134e-01 4.001196e-02 3.397242e-01 8.745849e-01 1.753788e-01 3.034920e-01
1.725669e+00 1.072749e+00 7.142788e-01 1.038398e+00 8.861942e-01 1.470294e-01 7.800835e-01 3.424786e-01 2.942194e-01 6.443944e-01 1.484895e+00 6.848700e-01 1.971583e+00 1.742626e+00 4.631131e-01
1.743961e+00 6.353869e-01 9.965441e-01 1.570942e+00 3.128023e-01 4.282788e-01 4.952643e-01 2.615249e-01 3.676031e-01 6.335854e-02 1.614834e+00 1.448477e+00 4.604441e-01 1.807842e+00 8.333955e-01
1.862858e+00 1.700197e+00 1.338997e+00 1.464220e+00 3.173505e-01 4.429754e-01 1.928930e-01 5.283414e-01 9.884955e-01 5.197794e-01 6.080518e-01 4.403315e-01 1.896406e+00 1.698941e+00 1.890925e+00
4.738520e-01 1.463938e+00 8.980906e-01 4.204358e-01 9.235057e-01 3.574314e-01 6.564222e-01 7.368461e-01 3.709133e-01 6.086355e-01 3.623262e-01 1.793995e+00 1.215455e+00 9.861273e-01 4.396355e-01
7.149469e-01 8.289332e-01 2.334449e-01 1.479720e+00 4.065445e-01 6.455777e-01 9.247951e-01 4.844471e-01 6.148479e-01 4.343709e-01 1.725699e+00 1.838973e+00 2.484632e-01 9.998307e-02 1.332987e+00
1.824517e+00 4.900933e-01 1.989991e+00 1.487202e+00 5.013192e-01 7.949212e-02 9.887297e-02 2.807437e-01 2.289540e-01 8.500935e-01 1.444192e+00 8.205061e-02 1.303056e-01 5.099382e-01 1.401386e+00
1.699455e+00 6.093010e-01 9.128197e-01 9.633550e-01 6.368249e-01 5.970869e-01 3.210755e-01 9.591572e-01 5.557060e-01 3.438976e-01 1.740088e-01 1.373217e+00 1.117723e+00 1.202505e+00 5.545089e-01
4.914199e-01 1.603516e+00 1.357157e+00 1.986291e+00 1.006635e+00 6.802067e-02 9.994397e-01 1.404121e-01 2.241216e-01 6.035186e-01 8.902687e-01 1.856247e+00 4.973549e-01 5.580603e-01 5.431872e-01
1.811713e+00 1.880507e+00 1.100756e+00 3.032878e-01 1.283732e+00 3.434788e-01 8.117878e-01 3.118148e-01 7.841343e-01 5.177410e-01 1.648635e+00 3.329828e-01 1.573885e+00 1.751861e+00 1.714775e+00
1.420398e+00 1.803922e+00 3.887880e-01 1.917590e+00 6.717042e-01 1.493790e-01 3.271222e-01 8.630610e-01 1.328821e-01 3.375182e-01 5.250471e-03 1.147870e-01 9.464694e-01 7.614990e-01 2.024014e-01
1.528785e+00 1.753183e+00 1.575291e+00 1.475186e+00 1.670709e+00 3.680767e-01 4.331022e-01 6.435386e-01 3.502364e-01 1.848001e-01 1.347537e+00 5.080215e-01 1.312148e+00 1.332835e+00 1.843507e+00
1.543742e+00 6.234608e-01 6.153342e-01 9.653745e-01 7.137745e-01 4.652878e-01 5.555331e-01 4.037809e-01 1.156011e-01 1.996865e-01 7.817502e-01 8.841684e-02 4.033197e-01 1.107851e-02 6.422081e-01
1.697764e+00 1.655107e+00 1.238800e+00 9.940786e-01 5.049342e-01 9.524767e-01 6.540598e-01 9.968064e-01 2.265112e-01 5.123512e-01 1.556783e+00 3.562077e-02 1.634127e+00 8.876502e-01 1.215384e-01
1.604985e+00 1.501466e+00 1.761264e+00 1.980448e+00 7.838300e-01 7.234912e-01 1.006703e-01 8.916665e-01 3.816031e-01 4.112476e-01 1.103638e+00 1.118509e+00 7.122089e-02 1.972472e+00 8.535101e-01
1.782198e+00 1.730309e+00 1.534460e+00 1.539752e+00 5.100687e-01 2.243565e-01 4.470358e-01 8.025614e-01 1.586018e-01 3.063054e-01 7.912811e-01 1.582092e+00 8.298113e-01 1.491566e+00 2.162538e-01
6.118847e-01 4.508097e-01 1.763539e+00 3.064776e-01 4.765062e-01 3.604305e-01 8.647317e-01 7.044255e-01 4.370721e-01 8.671849e-01 1.225522e+00 6.535138e-01 2.773499e-01 2.404601e-01 1.137532e+00
2.155019e-01 1.594825e+00 8.002395e-01 1.670540e+00 9.409204e-01 3.631877e-01 7.117913e-01 9.218328e-01 5.963773e-01 3.647820e-01 5.601676e-01 1.727389e+00 1.568696e+00 2.779262e-01 4.026432e-01
1.723612e+00 8.915932e-01 8.091879e-01 2.185070e-01 1.798406e+00 2.678184e-01 4.928695e-01 9.390912e-01 3.657431e-01 7.309682e-01 1.778900e+00 2.742367e-01 3.274919e-01 4.497616e-01 1.132640e+00
1.855164e+00 1.941083e+00 9.958886e-01 1.862830e+00 1.674850e+00 6.973722e-01 9.767966e-01 9.670676e-01 8.326965e-01 4.963865e-01 4.536596e-01 2.647214e-01 7.365905e-01 1.579209e+00 9.510055e-01
4.799787e-01 2.624167e-01 8.197045e-01 2.875325e-01 1.446575e+00 9.647613e-01 2.432599e-01 2.585380e-01 6.583539e-01 9.063190e-01 1.926340e+00 3.273682e-01 5.228260e-01 1.535648e+00 1.144388e+00
1.097738e+00 8.059072e-01 8.611023e-01 1.768255e+00 1.576358e+00 3.153447e-01 4.714288e-01 9.791605e-01 3.467957e-01 1.285916e-01 1.266776e+00 1.004166e+00 1.823131e+00 1.511476e+00 1.718015e+00
1.005941e+00 1.561352e+00 5.961489e-01 1.318097e+00 2.705303e-01 7.979091e-01 3.641131e-01 1.624441e-01 8.427312e-01 4.901547e-01 1.188329e+00 7.471918e-01 4.948240e-01 1.657331e+00 1.727221e+00
1.948310e+00 2.511106e-01 2.545927e-01 1.647221e+00 7.369128e-01 9.488426e-01 7.417225e-01 7.664066e-01 2.499754e-01 7.336435e-01 1.050307e+00 1.579628e+00 9.743684e-02 7.231137e-01 7.878537e-02
